comments,flag
Nhà hàng có d?ch v? kém nh?t mà Tôi g?p ph?i Th?t ti?c Tôi ?ã sai l?m khi ch?n nhà hàng này ?? t? ch?c ti?c sinh nh?t Tôi ?ã ??n tr?c ti?p nhà hàng ?? ch?n ch? ng?i và ??t bàn tr??c phù h?p cho b?a ti?c c?a gia ?ình Khi ??n gi? ?n Tôi m?i bi?t nhà hàng ngang nhiên l?y bàn ?ã ??t c?a Tôi cho nhóm khách khác s? d?ng t? qu?n lý ??n nhân viên cãi tr?ng là bàn ??t tr??c trong khi Tôi ?ã ki?m tra bàn ?ó ch?a có ai v?i nhân viên nhà hàng ngay khi ??t d?ch v? ? ?ây Ko th? hi?u n?i t?i sao h? có th? tham bát b? mâm ??n nh? v?y h? ?ã phá h?y c? bu?i ti?c c?a g? Tôi Tôi khuy?n cáo ??ng ai nên ??n nhà hàng này vì s? thi?u tôn tr?ng ko bi?t gi? ch? tín ??i v?i khách hàng,0
E th???ng xuyên ???t ?n v??t qua?n na?y ?ô? mi? nui kimbap la?m ?ê?u ko ngon Qua? nhiê?u dâ?u m??  nhân i?t ho??c ko thâ?y nhân luôn Ok ko ???t mâ?y th?? ?o? ???t qua nem ra?n khoai tây thi? cho be be?t sô?t nh? na?y trong khi e ?a? ghi chu? d??n ship la? lâ?y riêng t??ng ra  e chi? ?n t??ng ??t Ch?a kê? mua sô? l???ng nhiê?u thi? la?  ng???i ?n c?? t?? y? cho sô?t t??ng th??ng va?o ?ô? cho râ?t nhiê?u  lâ?y giâ?y thâ?m bao nhiêu vâ?n ko ??? B??c ?iên ng???i Bo? tiê?n mua ?ô? ?n cha? le? v??t ?i hay mâ?t công phi ra tra? th??ng la?i m??t chu? tiê?m La?m qua?n ?n co?n tiê?c ca?i tu?i bo? t??ng thi? ai da?m quay la?i ?n  Co? lâ?n t?? ra qua?n mua thi? ba?n gia? kha?c trên app  E cô? ti?nh ho?i la?i vâ?n ti?nh b? E cu?ng la? shipper  Chi? co? trên app ba?n ???t h?n bên ngoa?i ch?? ch?a g??p qua?n na?o bên ngoa?i ba?n ???t h?n gia? app ca? Ai co? y? ?i?nh ???t ?ô? ?n qua?n na?y thi? bo? ngay ?i nha B??c nhiê?u lâ?n ?ê?n m??c pha?i ta?i app ?a?nh gia? va?o bi?nh luâ?n  qua?n na?y la? mng ?u? hiê?u r ?o? a?,0
 Bò úc cu?n phô mai k thì ?c  mi?ng khá kh?m h?n cái th?t ba ch? kia,0
Nem n??ng bình th??ng ram giòn H?i ít rau và rau thì siêu b?n Ch?a ?n quán nào mà rau nhi?u ??t nh? th? này Mong quán c?i thi?n,0
Mình là khách quen c?a quán t? ??i qu?n lý tr??c ??u n?m nay t? khi thay ??i qu?n lý m?i ch?t l??ng ph?c v? ?ã ?i xu?ng r?t nhi?u Và hôm nay mình chính th?c t?m bi?t quán này vì th?ng nhân viên cc này Thái ?? v?i khách h?i thì b? và b?o em không bi?t gi?ng r?t l?c c?c qu?n lý nhà hàng mà còn ?? nhân viên nh? th? này thì còn m?t khách dài dài,0
Mình ?n ? ?ây lâu r?i tu?n tr??c ??n ?n bánh ?a tr?n M?i v?t qu?t tr?n lên ch?a k?p ?n thì ?ã th?y mi?ng giò trong bát mình ?ã ?c ai ?ó c?n giúp  n?a C?m ?n b?n nào ?ó ?ã th? xem h? mình mi?ng giò có ??c không T?m bi?t và không bao gi? g?p l?i,0
H?i th?t v?ng vì quá ít tr?ng Cho n??c su?t quá nhi?u ?? che ?i ít gi?m bông l?p n??c s?t có v? chua,0
Mình v?a od trên Now c?m quan sach b?t m?t U?ng thì th?y Ép cóc loãng d?a c?ng loãng K bi?t u?n t?i ch? tn Hy v?ng l?n sau ??t ch?t luóng okie h?n,0
N?m l?i càng chán h?n vì ch? hi?u sao n?m bò khô l?i cho nem thính k liên quan tí nào Mình s? k bao gi? ?n l?i quán này thêm l?n n?a,0
Gà bt  s?t chán v?n  ch? ?c cái r? nên ch?c k quay l?i l?n sau,0
Bánh cháy ?en nh?n ??t s?ng Nói chung là th?t lòng khuyên m?i ng??i ??ng bao gi? ?n ? ?ây V?t nguyên c? cái bánh vào thùng rác V?a phí ti?n v?a cáu,0
?? ?n khá ngon nh?nh cách ph?c v? có v? l?i ng??c l?i dù quán lúc ?ó có  bàn khách nh?ng nhân viên liên t?c ??ng nc ko chú ý khách g?i thêm gì?t g?n nh? là ko có s?n vs h?i ít so v?i mình t??ng t??ng m?m tôm ngon,0
Nâu ?á ???c có t?o Ko có trà ?i cùng Matcha thì ??t Wifi thì vào mãi m?i dc l?i ch?m rì,0
Thêm  khoai tây l?n k c?ng khá nhi?u,0
?ây tài kho?n c?a mình ?ã b? tr?,0
??t ?n th? xem sao mà nh? này thì s? ko bao gi? quay l?i,0
Mình ??t hàng trên Now nem chua rán quán ship nem th??ng Mình ??t cho c? quan quán làm v?y m?t uy tín quá S? không ??t l?i,0
Su kem mình ??t thì ok mà th? quái nào k mua v?  chi?c bánh cháy ?en c? v? v?a khô v?a c?ng l?y bánh ra ??p xu?ng bàn còn kêu côm c?p ?c ?  ch?c ?? lát n?a mình mang ra thay búa ?c quá  k ??y th?c s?,0
V?a nh?n ???c bánh ??t cho b?n m? ra bu?n ko t? ???c,0
Mình order hàng xong nh?n hàng thì gói hàng nhem nhu?c nh? th? này G?n k su?t c?m mà bên trong v?n v?n ???c m?y mi?ng th?t bò v?i m?t ít c?m cháy kèm  mi?ng kim chi Mình r?t ít khi vi?t review x?u nh?ng mà mình nh?n hàng mình cáu kinh kh?ng vì làm ?n quá t?,0
Ch? nói v? ph?c v? thôi còn ch?t l??ng ?? u?ng v?n ngon,0
L?u s?ch mà ngao toàn ??t cát th? này thì s?ch gì,0
Mình có ?c ng??i b?n ??t h?  l?n qua Now ?n khá ?nNh?ng hqua mình t? ??t thì th?c s? th?t v?ng hoàn toàn mi?ng gà mùi tiêu quá n?ng và m?n ?n ?c vài mi?ng ?ã ngán nên k th? ?n ti?p ?c mong quán s? c?i thi?n ch?t l??ng t?t h?n,0
Mình có g?i xu?t c?m tôm  con nh?  mình ph?i b? ?i  h?ng và có mùi mn xem có ?n n?i không,0
Ordered a tandoori grill special for k vnd Only a little meat on the plate No rice and no nan served with it For that money you can get better else,0
C?m c?ng khô s??n m?n,0
Em mong r?ng quán s? thay ?nh bìa c?a quán sang ?nh khác vì ?nh quán ?? là ?nh c?a quán em Ai bán mì c?ng ???c còn hình ?nh là riêng c?a m?i ng??i C?m ?n quán,0
T?  bánh bao khô ít nhân ?n có v? kì kì sao á v? bánh quá nhi?u và r?i r?c,0
Mình có order  combo có ?ùi gà rán c?a shop th?c s? th?t v?ng vì ?ùi gà CH?A H? chín th?t v?n còn trong và máu còn r?t nhi?u sau ?ó thì mình b? ?au b?ng Ch?c ch?n không có l?n th?  mua ?? t?i ?ây,0
xôi thâp c?m ghi là có d?a góp và n??c dùng nh?ng KHÔNG CÓ N??C DÙNG D?a góp ???c  mi?ng  Xôi thì nh?t nh?o,0
C?m làm quá t?m và m?t v? sinh còn nguyên con sâu ? trong ph?n c?m m?i ng??i ??ng bao gi? ?n quán này,0
Hàng này ? ngã t? ch? giao Nguy?n Th? ??nh  Hoàng Ngân Sáng nào ?i làm qua th?y c?ng ?ông khi?p xe máy ô tô các ki?u ?n th? th?y c?ng ok kbát to ?ùng Chuyên cá có bánh ?a cá thì cá rán v?i các lo?i rau theo mùa ngót  c?i  c?n bún riêu cá th?p c?m có ch? lá l?t ch? cá cá rán ??c ?i?m chung là n??c h?i nhi?u m? chính ?n xong h?i chóng m?t ?? ??  Ngoài ra có bún ch? nem nh?ng ?n có v? không ngon l?m Quán t??ng ??i s?ch nh?ng nhân viên h?i ch?m l?i không nhi?t tình toàn ??ng túm  t?m  c??i ?ùa khách h?i thì b?o s?p xong c??i ti?p  Hôm nào mát gi?i thì ?i ?n c?ng ???c không tr?i nóng g?p nhân viên v?y ?n ?c ch? m?t ngon,0
Nghe tên rõ là an tâm khi ship bánh thì th?t v?ng vcbánh mì ngu?i l?nh khô ?ét G?i hotline thì ?c tl là tr?i l?nh ???ng xa trong khi ??n hàng ngay g?n n?i làm vi?c Thua xa các bánh mì khác N??c qu?t thì không có ?ng hút G?i bánh mì gà sôt m?t ong m? mi?u vc nh?ng ?n thì toàn pate l?nh v?i d?m ba mi?nh gì vàng vàng ko có v? gà và c?g ch? th?m m?t ong  xin can các b?n có ý ??nh Chs ??n gi? v?n ???c  s? th?t s?,0
Ph?c v? siêu t? Th?c ?n không ngon Giá quá ??t so v?i ch?t l??ng,0
Trà pha nh?t nh?o loãng loãngr?t là chán ?y ?,0
?c cái nhân viên nhi?t tình,0
C?m rau thì ok Còn th?t thì ?úng là d th?t v?a hôi xong toàn m? Ko hi?u buôn bán cái gì v?i giá k Th? luôn ko ?n n?i  mi?ng mình ph?i cho chó ?n h?t Quán trên thái hà ?n ngon bao nhiêu thì ? ?ây t? g?p bao nhiêu l?n N?n,0
Bán ??u khá ??y ?? m?m tôm m?n không ?c ngon,0
Bi?t quán này ?ã lâu nh?ng vì lúc nào c?ng ?ông ng??i nên l??i vào M?ng  t?t b?n ? ngay Bà Tri?u nên  ??a vào u?ng luôn  ??a order  nâu ?á   h??ng d??ng Ch?c do t?t ?ông nên ?c u?ng cafe trong c?c gi?y s? d?ng  l?n Cafe thì ngon ko b? mùi khét ?? ??m khá v?a vs mình Nh?ng khi tính ti?n thì b? charge k Bi?t ngày T?t h? v?n m? c?a ph?c v? mình thì giá s? t?ng  chút nh?ng ko ng? dã man th? Thi?t ngh? nh?ng ngày này ch? có quán v?a hè ch?p gi?t c? n?m ch? xu?t hi?n vài ba ngày t?t thì m?i ch?t chém ch? ko ng? ???c quán làm ?n quanh n?m c?ng ch?i trò này Cafe dù có ngon thì c?ng ko ph?i ch? duy nh?t quán ?ó bán Nói chung là th?t v?ng T?m này ra Nguy?n Du thì ko bao gi? có chuy?n ?y luôn Ko bao gi? quay l?i,0
Mình hay ?n món gân bò này ? Mai H?c ?? r?t ngonhôm nay ??t qua now nên ??t ? Hàng Bông g?n nhà v? quá th?t v?ngm? ra nhìn là ?ã th?y m?t c?m tình r?imi?ng gân nh?t nh?t tr?ng ?n ch? không trong ?n có mùi chua và nh?t ch?c ch?n là hàng c? tr?n l?i?n  mi?ng là b? luônch? nh? l?i gói l?i mang ra quán tr?,0
??t hôm tr?i m?a gió mà nh?n ???c h?p xôi v?n còn nóng h?i pate khá th?m ngon Xôi nóng d?o ??c bi?t quán r?t chú ý note c?a mình  c?m th?y r?t hài lòng s? còn quay l?i nhi?u l?n n?a,0
Mình g?i c?m gà s?t nh?t và ?ây là th? mình nh?n ?c m? ra th?y m?t con b? chình ình ngay trên m?t c?m còn các th? khác c?ng ko gi?ng hình dù m?t tí ti các b?n làm ?n th?c s? c?u th? và ko có tâm,0
Quán v?ng hoa dù ?ang gi? t?i Khó mà kinh doanh v?i ch?t l??ng ?? ?n ntn,0
Khá ?n nh?ng thi?u n??c canh ph?  ?n khô m?m quá tr?i n?ng th? này nhai c?m khô sao n?i góp ý l?n sau ??ng làm mình that vong,0
Má ?i nó ngán và nh?t nh?o s? không ?n l?i l?n ,0
Mình order qua now  c?c b?c x?u c?a c?ng Khi nh?n ???c th?t s? quá th?t v?ng L??ng cf trong c?c b?ng  dung tích c?c Mình u?ng  ng?m là h?t s?ch,0
Ghi trong menu là giá ?ã bao g?m ti?n h?p t?c là khách hàng ch?p nh?n tr? thêm  kho?n ch? ?? ???c H?P X?P VÀ TÚI NILON ??NG CANH NÓNG Làm ?n không có tâm nilon ??ng canh nóng th? này r?t ??c h?i thi?u v? sinh an toàn th?c ph?m l?i còn chém ??p khách hàng n?a,0
Mình và b?n g?i Bia b? và ?a qu? d?ch Tr??c h?t thì quán trang trí r?t ??p ?úng ch? ?? R?t nhi?u ?? Harry Potter ?úng ki?u thiên ???ng c?a Potterhead luôn ?? ra c?ng khá nhanh thái ?? nhân viên bình th??ng Tuy nhiên c?c bia b? c?a mình có l?p kem c?c ít luôn ch?ng hi?u sao khác hoàn toàn so v?i review tr??c c?ng h?i bu?n,0
Th?t không th? tin vào m?t mình Xôi ch?a b?ng  n?m tay  s? không có l?n t hic,0
L?n ??u tiên th??ng th?c bingsu Mình g?i  bingsu trà xanh size S Nhìn rõ ??p m?t mà ch?t l??ng thì th?t v?ng toàn t?p ?á bào ?n c? v?n v?n ch? không m?m m?i  c?ng không th?y rõ v? th?m c?a trà xanh ?n r?t nh?t nh?o trong khi giá c? l?i không h? d? ch?u Có d?p s? th? l?i bingsu ? m?t quán khác còn ? ?ây thì say goodbye,0
Htrc t?i mu?n ch? ngh? ra ?n j nên t?p ??i vào quán này ?n th? xem sao Th?y tên là s??n rán lâu n?m c?ng có tí kì v?ng Menu mình có ch?p ?nh ?ó Thì nh?ng món chính là món s??n ? ?ây l?i ko ghi giá  mình g?i ??a s??n ? ?ây cho  ng ?n ?c khá nhi?u nh?ng v?? là s??n ch? ??n gi?n là rán lên thôi  ko t?m ??p j thêm ?n ngoài v? ng?t nh? c?a th?t ra thì ko có v? j n?a  ch?m cái nc ch?m kia c?ng ch?ng th?y ?n nh?p gì ?ã th? s??n l?i còn b? dai   G?i bát cháo thì ngta quên  Mãi m?i mang ra ?n c?ng bthg ko có j ??c bi?t luôn huhu ??ng lên thanh toán ??a s??n là bát cháo h?t h?n  g?n   ko bi?t m?i ng tn ch? mình th?y h?i ??t  ch?c vì th?y ko ngon,0
Nhân viên c?ng nhi?t tình,0
Hôm nay th? món khuy?n mãi ? c?a now không bi?t có ph?i ti?n ít thì k nên hít  th?m hay k mà c?c matcha  khó u?ng th?c s? v? s?a thì k thâyz ?âu mà v? chát chúa c?a trà l?n át h?t c? ch?a k? ??n matcha nh? ch?a tan h?t b?t trà u?ng c?n m?c ?áy h?ng l?m h?t c? gi?ng ??t c?c  ?á mà c?m ?áy c?c v?n s? th?y c?c ?á Thôi ? thì c?ng k mong gì h?n ?i?m c?ng là trân châu khá dai và ??m v?,0
Mong quán sau ?? ý h?n,0
Mình ??t caramen rau câu chanh leo toàn mùi ???ng hóa h?c ???c cái caramen ngon nh?ng t?ng l?i ?n c? gi? gi? sao ?y,0
Mình ?ã ?n  l?n và l?n sau s? ch?n quán khác ?? tho? mãn c?n thèm ch? cá cho tròn v? h?n,0
Mình hay ?n ? ?ây vì có v?a hè r?ng ch? ?? xe ti?n ch? quán thân thi?n d? m?n Chè s?u ngon,0
R?t ít khi lên review nh?ng mà l?n này ph?i l?t lên ?ây vì bánh chán quá Bánh mùi quá dù mình có c? ?n nh?ng cu?i cùng v?n ph?i b? d? Không ?áng cho k,0
Mua gi? c?y v? và bên trong có ru?i,0
Mình ??t gà s?t cay hq mà s?t ng?t quá C? nh? ?n k?o gà v Hy v?ng ti?m gi?m ng?t xu?ng ?? gà có v? h?n,0
??t s??n c?t l?t hình ?nh có tr?ng mà h mình ??t ko có,0
Mình ?n ? quán này khá nhi?u l?n r?i vì thích chè d?a d?m trên này M?i khi mình hay ?n t?i quán nh?ng hôm nay khi mua v? nhà mình bóc ra l?i th?y m?y con côn trùng có cánh n?i trên và trong th?ch Bình th??ng m?y con này mà n?i lên s? nhìn th?y ngay mà ch? hi?u sao quán l?i không ?? ý Mình mua t?n  c?c v? không dám ?n c?c nào Khá là th?t v?ng và th?y m?t v? sinh,0
Thái ?? nhân viên quá t? làm ?? thì lâu gimbap chiên c?ng nh? ?á tok phô mai thì nh? bã k?o cao su v? phô mai v?y,0
?? ngh? shop ki?m tra l?i ch?t l??ng ?? ?n tr??c bán nhé,0
??c review th?y nhi?u ng??i khen nh?ng ??t th? l?n ??u th?t s? không x?ng v?i giá ti?n s?t quá ng?t ng?t l? luôn ý s?t phô mai thì nh? s?a v?i b?t ngô và ???ng ch?ng th?y v? phô mai ?âu ???c cái tr?ng mu?i tút tát l?i m?t chút nh?ng c?ng ít ru?c c?ng bình th??ng t?ng th? mình th?y th?t v?ng quá L?i quay v? v?i somali cat v?y,0
Hi v?ng l?n sau shop s? ?ón n?p c?n th?n h?n,0
?n ???c nh?ng h?i ??tc?n xem l?i thái ?? nhân viên,0
Mình không bi?t quán trêu mình hay gì mà  c?c trà s?a k size L ??n tay l?i có th? thành nh? th? này  nhìn qua t??ng do v?n chuy?n ?? nh?ng mà không ? n?p còn nguyên si không bong tróc hay th?ng gì h?i còn ??y nh? ?nh Bình th??ng mình v?n hay u?ng TS mà hôm nay th?t v?ng th?c s? ?,0
Không hi?u là bánh hay than  Không bh mua l?i,0
Bánh mua c? l?n  lèo tèo vài mi?ng th?t  B?c gi?y b?c mà ?i có ?o?n ???ng ch?a t?i p b?n ship mag t?i mà ?ã ngu?i,0
 Tóm l?i phí c? xi?n và tgian thang ?i?m  so v?i các quán l?u chuyên nghi?p,0
Hôm nay có vi?c qua Times th?y g?n nên qua ?n th? Mình g?i c?m xá xíu Ch?t l??ng bình th??ng Th?i gian ??i thì quá lâu ch?c ph?i t?i  Ch?c không có l?n sau,0
Không hi?u sao khi mình m? c?c n??c ra thì th?y toàn xác ki?n ch?t d??i ?áy c?c  t? th?t s? là l?n ??u tiên và c?ng s? là cu?i cùng mua ? ?ây,0
Ncl s? kbh ?n ? ?ây ?âu siêu chán siêu ??t và cái l? ??ng trc các th? trông cx k dk v? sinh nx,0
Ph?i nói là mình r?t d? tính và k h? kén ?n nh?ng mình s? không bao gi? quay l?i ?ây n?a,0
Ch?c s? không quay l?i,0
Nhà hàng nên xem l?i v? sinh an toàn th?c ph?m,0
B?n tuy?t ??i ko nên g?i ?? ? quán này ?? mình g?i  món thì giao thi?u  shipper ?i r?i m?i bi?t tìm s?t ?? g?i ph?n ánh thì ko có Nem thì v?a bé v?a ko ngon ?n vào v?a dai l?i còn v? nh? mi?ng ch? ?? t? l?nh lâu ngày ch? ko th?y v? nem chua ?âu c? Mình c?m th?y quán c? tình l?y tên  t?m th??ng ?? l?a m?i ng??i nh?m l?n v?i nem chua rán t?m th??ng n?i ti?ng thì ph?i còn n?u là chi nhánh  c?a nem chua rán t?m th??ng th?t thì ch?t l??ng quá kém T?t nh?t b?n nên ch?n quán ?àng hoàng ?n v?a ?? m?t ti?n oan v?a ?? b?c mình,0
Chân gà v?n không b? ?u v?n th?m ngon L?n sau l?i ?ng h? típ,0
Mua ???c m?y qu? th?ch d?a v? thì th?y l?p c?t d?a tr?ng m?ng dính bên trong ??y n??c mùi ko th?m nh? mình ?n ch? khác m?i khi r?i ??n lúc ?n th? có mùi l? l? nh? mùi nh?a PVC m?y ng b?o ??y là mùi flo mùi nh? thôi nh?ng ko ?n n?i,0
Ch?a bao gi? ?n c?c chè chán ??n th? Khoai d?o ?n s??ng ?i là s??ng ch? d?o chút nào ?? thì ít mà giá thì chát Th?  l?n và k quay l?i,0
Mình ??t set l?u tok k hai ng nhìn trong hình ??y ??m lúc giao ??n ???c  h?p be bé và không th?y gi?ng trên hình quán t?i lên Làm ?n gian d?i,0
Ch? ?y khó ch?u xé bill v?a in r?i nói to em không nói luôn ?i ch? in ra r?i  v?i  thái ?? r?t khó ch?uSau ?ó v?n lên ??n khác cho mình nhân viên ??a ?? thì b?o ?ây ch? c?m l?y ?i   k?t qu? v? nhà ch? th?y s?a chua có mùi s?u riêng còn k bi?t mi?ng s?u hình d?ng nh? nào  quên m?t mình k ch?p tr??c khi ?? chân châu hay là ch? này ch? cho mi?ng s?u vào cho có mùi r?i l?i b? ra nh?,0
Th? ba là v? nhân viên thì c?ng t?m ?n nh?ng góp ý v? anh b?o v? là nên nh? nhàng v?i khách thôi ch? k ph?i ? nhà a mà mu?n làm gì thì làm v?i xe c?a khách Nay c?ng may cho a là xe mình m? ???c ch? k ??i thêm lúc n?a ch?c ph?i g?i c? qu?n lý t? c? s? khác v? ??y là theo nh? l?i b?n nhân viên thì ch? qu?n lý k ? ?ó vì còn ?ang ? c? s? khác nên mình k có g?p ?c,0
Mình ??t Th?ch G?ng Caramen Trân Châu  S??ng sáo k nh?ng ly c?a mình giao t?i ko có Caramen ch? có Th?ch G?ng Trân Châu S??ng Sáo Giá bán là k ly Mình m?t k Caramen mà ko có ?n r?i shop ?i,0
Ch?c h?p v?i m?y b?n sv t?nh hay nh?ng ai ti?t ki?m Ch? th?c v?i tr?i nghi?m hnay c?a t th?t là huy hoàng các b?n ? ?i ?n nhóm g?i chung ??a cho t?t c? các mâm không hi?u ?ông khách kh?a th? nào ch? th?y ch?t l??ng món ?n không ??t tiêu chu?n s?ch T? không nói v? d?ch v? nhân viên r?t nhi?t tình Nh?ng ?? n??ng ko ch?p nh?n ???c ?n th?t hôi v? nhà d? v? v?n hôi trong m?m ?ang còn ch?a bi?t ?au b?ng hay gì B?n t? ?n b? gi?a ch?ng ?n mà c? ph?i ng?i r?i ?e ch?ng m?t thú vui c?a bu?i ?i ch?i Tr? trêu là món ???c nh?t trong bàn n??ng theo t? là món c? ??u và hành n??ng k ??a n??ng trb ch?c ch? ???c d?ch v? t?ng ?y thôi nh?ng chân thành cách ?ó m?t ?o?n có chi nhánh l?u n??ng t? quán s? chuy?n v? võ th? sáu t? khuyên các b?n ?n ? ?ó ?? ngang giá nh?ng ch?t l??ng h?n thôi Ch?  mi?ng ?n mà b?ng  tu?n thu?c ch?c ch?a c?ch luôn Ps ?nh trên ?ây là chúng t? ?ã san ?i th?m chí là b? ?i  ít bò và s?p t?i còn b? thêm n?a,0
Nh?ng vì bún và th?t quán làm ngon nên mình v?n có th? s? ??t l?i,0
??t  c?c trà s?a mà ?úng c?c c?a mình thì giao sai may mà lúc nh?n hàng ki?m tra ?? m?i bi?t giao sai nên g?i ?i?n cho c?a hàng thì qu?n lýnhân viên b?t ph?i nh?n h?a l?n sau bù nh?ng ch?a ch?c có mùa xuân ??y ?âu H?t món thì n?u có thi?n chí ?áng nh? tr??c khi làm ph?i g?i ?i?n báo khách chuy?n sang món khác r?i ??ng này ko nói gì ??a shipper giao xong còn c? tình ko ??a bill ?? mình ko ?? ý Làm ?n gian d?i t? ??u ??n cu?i c?c c?a mình pha nh? h?i u?ng ko ?c B? ti?n ra mua b?c vào ng??i,0
Quán Fake Lòi ?,0
Bánh bông lan chán nh?t mình t?ng ?n v?t v? ?i sang mua ?n mi?ng ??u chán k ?? n?i S?t thì l?ng l?o nh?t to?t bánh bông x?p th?t ??y nh?ng nó k phù h?p v?i bltm ch?ng bi?t các b?n khác thì c?m th?y th? nào riêng mình th?y quá chán bánh l?ng l?o nh? x?p h? vào s?t nh?t l?ng to?t  dù mình y c?u riêng là nhi?u s?t ru?c  nhúm Mình b? h?t ?n ?úng tr?ng mu?i cho ?? phí r c?ng b?,0
Quán ph?c v? khá lâu,0
Không gian c?ng t? luôn,0
Th?c s? nhìn menu thì hí h?ng g?i vì t??ng ngon l?m nh?ng ??n khi nh?n thì th?t v?ng hoàn toàn  su?t c?m là k v?i  mi?ng s??n bé tí c?m thì ??ng ?nh là c?m vàng ??n khi nh?n là c?m tr?ng c?c canh thì bé tí trà chanh thì nên ??ng ?nh là trà lipton ch? trà chanh gì ch? Su?t c?m nh? v?y không x?ng ?áng v?i giá c?,0
Mình có order  c?c trà s?a t? ch? Hàng Bài này nh?ng ??n lúc nh?n ???c hàng thì c?c trà s?a k có tem mác hay có logo gì c?a hãng Royaltea  Trông th?c s? gi?ng nh? m?y hãng trà s?a ??u ?i nhái l?i Mong có ai mua hàng thì ?? ý ch? tr??c khi mua nh? mình,0
T?m tr?a nay  kho?ng h h?n mình có qua quán mua  bánh m? tam giác nh?ng mình ?? ý không ph?i là anh zai hay bán mà là  cô khác Lúc mình ??n quán order cô ch? m?t không c?m xúc ch?ng nói ch?ng r?ng c?ng ch?ng thèm nhìn mình ch?c sau khi nghe ???c gi?ng mình xong thì ?i làm ?? ch? không h? ni?m n? Ban ??u g?i bánh k nh?ng tr?a ?i h?c v? ?ói m? m?t nên mình có b?o cô làm cho cái k và v?n là cái ?i?u b? b? khách ??y  Cô làm r?t h?i h?t và c?c k? là ti?t ki?m bánh k mà ko b?ng cái k mình ?n ? nh?ng hàng khác không nh?ng th? rau s?t th?t ch? ? trong bánh mà r?i l? t? ra ngoài bánh thì ?u vì cô n??ng có m?t tí r?i ?ã b? ra t?ng quan là m?t cái bánh nh?t nh?o th?t khô và nh?t rau chi?m ??n  có l? mình s? không quay l?i,0
Hôm n? ??t quán th?y thi?u bì thôi thì t?m ch?p nh?n vì mình không thích ?n bì v?i c? ?n t?ng th? th?y c?ng v?a mi?ng Hôm nay ??t l?i thì thi?u c? bì c? ch? tr?ng  mong quán l?n sau c?n th?n h?n ch? nh? này l?n sau thi?u c? s??n thì em ch?t vì suy dinh d??ng m?t thôi,0
?úng là hình ?nh lúc nào c?ng ch? mang tính ch?t minh ho?  v? thì t?m ?c nh?ng s? ngon h?n n?u ?ang ?n d? ko c?n ph?i m?t m?u l?t mà hay dùng ?? bó rau c?ng ?? tí thì ch?y máu m?m thôi b?,0
Thêm n?a là takoyaki th?y toàn b?t ?n chán ng?t r?t khó ch?u,0
Nh?ng hôm nay thì th?t s? th?t v?ng Mình ??t súp cua th?p c?m nh?ng ko có m?y cua nhi?u ru?c gà óc c?ng ch? ko m?m nh? ki?u b? c? S? nh?t là tr?ng b?c th?o b? h?ng ?n chua và r?t tanh Mong shop l?u ý ?? ??m b?o ch?t l??ng Hôm nào ?m m?t mình m?i g?i súp cho d? ?n mà nh? th? này thì chán luôn,0
L?n ??u tiên ?n bát bún t? ??n th? k c? ship là k  Mình g?i mang v? th?  k có h?p mang v?  th?  chanh ?t hay b?t kì gia v? thêm bào ??u k có ?n n??c thì m?n chát hiu hiu xem các b?n rw có tâm mua v? ?n Th?t v?ng vô cùng,0
Không gian cái này là ?i?m duy nh?t mình th?y không thích t?i ?ây Ph?i nói là khá ch?t ch?i Bài trí khá nh?t nh?o không thu hút N?u không ph?i g?n tr??ng thì mình mình không ngh? s? quay l?i ?ây n?a,0
Mình th? là ?ã ??c r?t nhi?u ph?t v? mì cay sasin b?n nh?ng b?y lâu nay mình v?n ngh? ch?c do b? ngkhac h?i ho?c dìm nh?ng hnay  ch? em mình ??t ?n th? thì suýt nôn vì trong mì có con giánth?t bò thì nh? ki?u ?? lâu r?i ?n có mùi th?t s? kinh t?m và ch?c ch?n không bao gi? có l?n sau,0
Tr?i rét ng?i h?i b? l?nh  m?a h?i b?n nh?ng hôm nào tr?i ?m n?ngs ??p thì ?ây c?ng là s? l?a ch?n t?t nha,0
